,AI_result,OP_result,barcode,create_time,el_no
4605,1,1,504493,1550273760.1588378,Line2
4606,1,1,4495,1550273771.9988532,Line1
4607,1,1,504494,1550273775.1722445,Line2
4608,1,1,4496,1550273787.0100257,Line1
4609,1,1,504495,1550273790.1833458,Line2
4610,1,1,4497,1550273802.0142143,Line1
4611,1,1,504496,1550273805.1887805,Line2
4612,1,1,4498,1550273817.024619,Line1
4613,1,1,504497,1550273820.199557,Line2
4614,1,1,4499,1550273832.034409,Line1
4615,1,1,504498,1550273835.2091808,Line2
4616,1,1,4500,1550273847.043172,Line1
4617,1,1,504499,1550273850.2155614,Line2
4618,1,1,4501,1550273862.0534582,Line1
4619,1,1,504500,1550273865.2270322,Line2
4620,1,1,4502,1550273877.063401,Line1
4621,0,0,504501,1550273880.236722,Line2
4622,1,1,504502,1550273895.242002,Line2
4623,0,0,4503,1550273892.069975,Line1
4624,1,1,504503,1550273910.2464986,Line2
4625,0,0,4504,1550273907.0739973,Line1
4626,1,1,504504,1550273925.2479117,Line2
4627,1,1,4505,1550273922.0835805,Line1
4628,1,1,504505,1550273940.2564065,Line2
4629,1,1,4506,1550273937.0974028,Line1
4630,1,1,4507,1550273952.1054542,Line1
4631,1,1,504506,1550273955.26437,Line2
4632,1,1,4508,1550273967.116033,Line1
4633,1,1,504507,1550273970.2738266,Line2
4634,1,1,4509,1550273982.1218522,Line1
4635,1,1,504508,1550273985.2808022,Line2
4636,1,1,4510,1550273997.1319897,Line1
4637,1,1,504509,1550274000.2897115,Line2
4638,1,1,4511,1550274012.1392877,Line1
4639,1,1,504510,1550274015.2969658,Line2
4640,1,1,4512,1550274027.147204,Line1
4641,1,1,504511,1550274030.305251,Line2
4642,1,1,4513,1550274042.1609485,Line1
4643,0,0,504512,1550274045.3199482,Line2
4644,1,1,4514,1550274057.1683931,Line1
4645,1,1,504513,1550274060.3275967,Line2
4646,1,1,4515,1550274072.1788445,Line1
4647,1,1,504514,1550274075.3343577,Line2
4648,1,1,4516,1550274087.1854198,Line1
4649,1,1,504515,1550274090.3431928,Line2
4650,1,1,4517,1550274102.1884809,Line1
4651,1,1,504516,1550274105.3475752,Line2
4652,1,1,4518,1550274117.1990638,Line1
4653,1,1,504517,1550274120.3558128,Line2
4654,1,1,4519,1550274132.2073567,Line1
4655,1,1,504518,1550274135.364123,Line2
4656,1,1,4520,1550274147.215621,Line1
4657,1,1,504519,1550274150.3733368,Line2
4658,1,1,4521,1550274162.2192483,Line1
4659,1,1,504520,1550274165.3759487,Line2
4660,1,1,4522,1550274177.2311041,Line1
4661,1,1,504521,1550274180.3909836,Line2
4662,1,1,4523,1550274192.2395034,Line1
4663,1,1,504522,1550274195.3972654,Line2
4664,1,1,4524,1550274207.247741,Line1
4665,1,1,504523,1550274210.4147701,Line2
4666,1,1,4525,1550274222.250228,Line1
4667,0,0,504524,1550274225.4250488,Line2
4668,1,1,4526,1550274237.2618327,Line1
4669,1,1,504525,1550274240.434363,Line2
4670,1,1,504526,1550274255.4428523,Line2
4671,0,0,4527,1550274252.2691464,Line1
4672,1,1,504527,1550274270.4480636,Line2
4673,1,1,4528,1550274267.2719512,Line1
4674,1,1,4529,1550274282.285085,Line1
4675,1,1,504528,1550274285.4587228,Line2
4676,1,1,4530,1550274297.2940788,Line1
4677,1,1,504529,1550274300.467506,Line2
4678,1,1,4531,1550274312.3032224,Line1
4679,0,0,504530,1550274315.4817603,Line2
4680,1,1,4532,1550274327.3080895,Line1
4681,0,0,504531,1550274330.4856951,Line2
4682,1,1,504532,1550274345.4891963,Line2
4683,0,0,4533,1550274342.3175123,Line1
4684,1,1,504533,1550274360.5013175,Line2
4685,1,1,4534,1550274357.327795,Line1
4686,1,1,4535,1550274372.336041,Line1
4687,1,1,504534,1550274375.5105598,Line2
4688,1,1,4536,1550274387.346364,Line1
4689,1,1,504535,1550274390.519802,Line2
4690,1,1,4537,1550274402.3746586,Line1
4691,1,1,504536,1550274405.5327334,Line2
4692,1,1,4538,1550274417.3867068,Line1
4693,1,1,504537,1550274420.5443962,Line2
4694,1,1,4539,1550274432.3873446,Line1
4695,1,1,504538,1550274435.5597181,Line2
4696,1,1,4540,1550274447.3965256,Line1
4697,1,1,504539,1550274450.57108,Line2
4698,1,1,504540,1550274465.5792391,Line2
4699,0,0,4541,1550274462.4224706,Line1
4700,1,1,504541,1550274480.5846312,Line2
4701,1,1,4542,1550274477.4268222,Line1
4702,1,1,4543,1550274492.437472,Line1
4703,1,1,504542,1550274495.5952606,Line2
4704,0,0,4544,1550274507.4521732,Line1
4705,0,0,504543,1550274510.610103,Line2
4706,1,1,4545,1550274522.4653141,Line1
4707,1,1,504544,1550274525.6221673,Line2
4708,1,1,4546,1550274537.4681554,Line1
4709,1,1,504545,1550274540.6271553,Line2
4710,1,1,4547,1550274552.4813576,Line1
4711,1,1,504546,1550274555.6404774,Line2
4712,1,1,4548,1550274567.4929383,Line1
4713,0,0,504547,1550274570.6518948,Line2
4714,1,1,4549,1550274582.4988332,Line1
4715,0,0,504548,1550274585.6536038,Line2
4716,1,1,4550,1550274597.509425,Line1
4717,1,1,504549,1550274600.655211,Line2
4718,1,1,4551,1550274612.522562,Line1
4719,1,1,504550,1550274615.6657941,Line2
4720,1,1,4552,1550274627.531781,Line1
4721,1,1,504551,1550274630.6752884,Line2
4722,1,1,4553,1550274642.5557957,Line1
4723,1,1,504552,1550274645.682598,Line2
4724,1,1,504553,1550274660.6944704,Line2
4725,0,0,4554,1550274657.5667307,Line1
4726,1,1,4555,1550274672.5751216,Line1
4727,0,0,504554,1550274675.700734,Line2
4728,1,1,4556,1550274687.5813513,Line1
4729,1,1,504555,1550274690.7093084,Line2
4730,1,1,4557,1550274702.5913775,Line1
4731,1,1,504556,1550274705.7169304,Line2
4732,1,1,4558,1550274717.614965,Line1
4733,1,1,504557,1550274720.7272098,Line2
4734,1,1,4559,1550274732.6237466,Line1
4735,1,1,504558,1550274735.7335465,Line2
4736,1,1,4560,1550274747.6335802,Line1
4737,0,0,504559,1550274750.7447422,Line2
4738,1,1,4561,1550274762.6365974,Line1
4739,1,1,504560,1550274765.7477493,Line2
4740,1,1,4562,1550274777.6428494,Line1
4741,1,1,504561,1550274780.7536807,Line2
4742,1,1,4563,1550274792.655035,Line1
4743,1,1,504562,1550274795.7663753,Line2
4744,0,0,4564,1550274807.6645632,Line1
4745,0,0,504563,1550274810.7754054,Line2
4746,1,1,504564,1550274825.7845976,Line2
4747,0,0,4565,1550274822.671215,Line1
4748,1,1,504565,1550274840.7891958,Line2
4749,1,1,4566,1550274837.679825,Line1
4750,1,1,504566,1550274855.7955816,Line2
4751,1,1,4567,1550274852.6846402,Line1
4752,1,1,4568,1550274867.6929069,Line1
4753,0,0,504567,1550274870.805919,Line2
4754,1,1,4569,1550274882.705576,Line1
4755,0,0,504568,1550274885.816582,Line2
4756,1,1,4570,1550274897.7136812,Line1
4757,1,1,504569,1550274900.8237238,Line2
4758,1,1,4571,1550274912.7203934,Line1
4759,1,1,504570,1550274915.8326106,Line2
4760,1,1,4572,1550274927.7288585,Line1
4761,1,1,504571,1550274930.8432622,Line2
4762,1,1,504572,1550274945.8468697,Line2
4763,0,0,4573,1550274942.7515783,Line1
4764,1,1,504573,1550274960.8571875,Line2
4765,1,1,4574,1550274957.7784257,Line1
4766,1,1,504574,1550274975.8648345,Line2
4767,0,0,4575,1550274972.786057,Line1
4768,1,1,4576,1550274987.7958596,Line1
4769,0,0,504575,1550274990.875641,Line2
4770,1,1,504576,1550275005.884384,Line2
4771,0,0,4577,1550275002.804591,Line1
4772,1,1,504577,1550275020.8897996,Line2
4773,1,1,4578,1550275017.8110473,Line1
4774,1,1,4579,1550275032.817772,Line1
4775,1,1,504578,1550275035.8987064,Line2
4776,1,1,4580,1550275047.848112,Line1
4777,1,1,504579,1550275050.9120264,Line2
4778,1,1,504580,1550275065.922182,Line2
4779,0,0,4581,1550275062.856028,Line1
4780,1,1,504581,1550275080.9377294,Line2
4781,1,1,4582,1550275077.858818,Line1
4782,1,1,4583,1550275092.884114,Line1
4783,1,1,504582,1550275095.949448,Line2
4784,1,1,4584,1550275107.885278,Line1
4785,1,1,504583,1550275110.9649484,Line2
4786,1,1,4585,1550275122.893668,Line1
4787,1,1,504584,1550275125.9723265,Line2
4788,1,1,4586,1550275137.9038434,Line1
4789,1,1,504585,1550275140.98469,Line2
4790,1,1,4587,1550275152.9118712,Line1
4791,1,1,504586,1550275155.9938564,Line2
4792,1,1,4588,1550275167.922467,Line1
4793,1,1,504587,1550275171.0024965,Line2
4794,1,1,4589,1550275182.9321632,Line1
4795,1,1,504588,1550275186.011875,Line2
4796,1,1,4590,1550275197.9577603,Line1
4797,0,0,504589,1550275201.0207124,Line2
4798,1,1,504590,1550275216.0296915,Line2
4799,0,0,4591,1550275212.9660025,Line1
4800,1,1,504591,1550275231.0354998,Line2
4801,1,1,4592,1550275227.9869938,Line1
4802,1,1,4593,1550275242.9973238,Line1
4803,0,0,504592,1550275246.0469644,Line2
4804,1,1,4594,1550275258.0077906,Line1
4805,1,1,504593,1550275261.0586133,Line2
4806,1,1,504594,1550275276.0590267,Line2
4807,0,0,4595,1550275273.0262434,Line1
4808,1,1,504595,1550275291.067001,Line2
4809,1,1,4596,1550275288.0325723,Line1
4810,1,1,4597,1550275303.0437346,Line1
4811,1,1,504596,1550275306.0755637,Line2
4812,1,1,4598,1550275318.0498884,Line1
4813,1,1,504597,1550275321.0838842,Line2
4814,1,1,504598,1550275336.0844555,Line2
4815,0,0,4599,1550275333.051647,Line1
4816,1,1,504599,1550275351.0911412,Line2
4817,0,0,4600,1550275348.0582776,Line1
4818,1,1,504600,1550275366.1067219,Line2
4819,1,1,4601,1550275363.068745,Line1
4820,1,1,504601,1550275381.1148841,Line2
4821,0,0,4602,1550275378.0964332,Line1
4822,1,1,504602,1550275396.1224856,Line2
4823,1,1,4603,1550275393.1061707,Line1
4824,1,1,504603,1550275411.1287599,Line2
4825,1,1,4604,1550275408.110341,Line1
4826,1,1,4605,1550275423.136697,Line1
4827,1,1,504604,1550275426.1373186,Line2
4828,1,1,504605,1550275441.1463168,Line2
4829,0,0,4606,1550275438.145749,Line1
4830,1,1,504606,1550275456.1552851,Line2
4831,0,0,4607,1550275453.1536884,Line1
4832,1,1,504607,1550275471.161549,Line2
4833,1,1,4608,1550275468.162249,Line1
4834,1,1,504608,1550275486.168448,Line2
4835,1,1,4609,1550275483.1678166,Line1
4836,1,1,4610,1550275498.178697,Line1
4837,0,0,504609,1550275501.181527,Line2
4838,1,1,4611,1550275513.1859887,Line1
4839,0,0,504610,1550275516.185317,Line2
4840,1,1,4612,1550275528.1909766,Line1
4841,1,1,4613,1550275543.19388,Line1
4842,0,0,504611,1550275531.1916285,Line2
4843,1,1,504612,1550275546.1972358,Line2
4844,1,1,4614,1550275558.2032275,Line1
4845,0,0,504613,1550275561.2047565,Line2
4846,1,1,4615,1550275573.211579,Line1
4847,1,1,504614,1550275576.2122598,Line2
4848,1,1,504615,1550275591.220912,Line2
4849,0,0,4616,1550275588.219388,Line1
4850,1,1,4617,1550275603.2269452,Line1
4851,0,0,504616,1550275606.2276304,Line2
4852,1,1,4618,1550275618.235103,Line1
4853,1,1,504617,1550275621.2339356,Line2
4854,1,1,4619,1550275633.2431655,Line1
4855,1,1,504618,1550275636.2603962,Line2
4856,1,1,4620,1550275648.2493386,Line1
4857,1,1,504619,1550275651.267827,Line2
4858,1,1,504620,1550275666.2736187,Line2
4859,0,0,4621,1550275663.2552357,Line1
4860,1,1,504621,1550275681.2809849,Line2
4861,0,0,4622,1550275678.2636626,Line1
4862,1,1,504622,1550275696.2942953,Line2
4863,1,1,4623,1550275693.2742705,Line1
4864,1,1,4624,1550275708.2810173,Line1
4865,1,1,4625,1550275723.3060973,Line1
4866,0,0,504623,1550275711.296563,Line2
4867,1,1,504624,1550275726.3065927,Line2
4868,1,1,4626,1550275738.312134,Line1
4869,1,1,504625,1550275741.3127165,Line2
4870,1,1,4627,1550275753.32072,Line1
4871,1,1,504626,1550275756.3235524,Line2
4872,1,1,4628,1550275768.330268,Line1
4873,1,1,504627,1550275771.3363075,Line2
4874,1,1,4629,1550275783.3427422,Line1
4875,0,0,504628,1550275786.3454566,Line2
4876,1,1,4630,1550275798.347576,Line1
4877,1,1,504629,1550275801.3491843,Line2
4878,1,1,504630,1550275816.3553712,Line2
4879,0,0,4631,1550275813.3537042,Line1
4880,1,1,4632,1550275828.3552096,Line1
4881,0,0,504631,1550275831.3575387,Line2
4882,1,1,4633,1550275843.3619037,Line1
4883,1,1,504632,1550275846.362626,Line2
4884,1,1,4634,1550275858.3703282,Line1
4885,0,0,504633,1550275861.3708832,Line2
4886,1,1,4635,1550275873.3766527,Line1
4887,1,1,504634,1550275876.3773818,Line2
4888,1,1,4636,1550275888.3841226,Line1
4889,1,1,504635,1550275891.3855817,Line2
4890,1,1,4637,1550275903.3940277,Line1
4891,1,1,504636,1550275906.3958833,Line2
4892,1,1,4638,1550275918.404575,Line1
4893,1,1,504637,1550275921.4052274,Line2
4894,1,1,4639,1550275933.4139194,Line1
4895,1,1,504638,1550275936.4179301,Line2
4896,1,1,4640,1550275948.424899,Line1
4897,0,0,504639,1550275951.427658,Line2
4898,1,1,4641,1550275963.4299657,Line1
4899,1,1,4642,1550275978.4500093,Line1
4900,0,0,504640,1550275966.4306922,Line2
4901,1,1,504641,1550275981.4362588,Line2
4902,1,1,504642,1550275996.4445355,Line2
4903,0,0,4643,1550275993.4583821,Line1
4904,1,1,504643,1550276011.445968,Line2
4905,1,1,4644,1550276008.4649298,Line1
4906,1,1,504644,1550276026.4576707,Line2
4907,0,0,4645,1550276023.485241,Line1
4908,1,1,504645,1550276041.4667025,Line2
4909,1,1,4646,1550276038.4972546,Line1
4910,1,1,504646,1550276056.4757001,Line2
4911,0,0,4647,1550276053.5054023,Line1
4912,1,1,4648,1550276068.5109282,Line1
4913,0,0,504647,1550276071.4804242,Line2
4914,1,1,4649,1550276083.5170176,Line1
4915,1,1,504648,1550276086.488682,Line2
4916,1,1,4650,1550276098.530574,Line1
4917,1,1,504649,1550276101.5022793,Line2
4918,0,0,4651,1550276113.53186,Line1
4919,0,0,504650,1550276116.5177617,Line2
4920,1,1,4652,1550276128.5386553,Line1
4921,1,1,504651,1550276131.5248504,Line2
4922,1,1,4653,1550276143.5464466,Line1
4923,0,0,504652,1550276146.53231,Line2
4924,1,1,4654,1550276158.555682,Line1
4925,1,1,504653,1550276161.5422592,Line2
4926,1,1,4655,1550276173.562813,Line1
4927,1,1,504654,1550276176.5499866,Line2
4928,1,1,4656,1550276188.57325,Line1
4929,1,1,504655,1550276191.5592954,Line2
4930,1,1,4657,1550276203.581471,Line1
4931,0,0,504656,1550276206.5696285,Line2
4932,1,1,504657,1550276221.574148,Line2
4933,0,0,4658,1550276218.5880072,Line1
4934,1,1,504658,1550276236.5750873,Line2
4935,1,1,504659,1550276251.577779,Line2
4936,0,0,4659,1550276233.5974057,Line1
4937,1,1,4660,1550276248.6075156,Line1
4938,1,1,504660,1550276266.593302,Line2
4939,1,1,4661,1550276263.6082766,Line1
4940,1,1,504661,1550276281.600502,Line2
4941,1,1,4662,1550276278.6299708,Line1
4942,1,1,4663,1550276293.6414032,Line1
4943,1,1,504662,1550276296.6094594,Line2
4944,1,1,4664,1550276308.6481376,Line1
4945,1,1,504663,1550276311.6196,Line2
4946,1,1,4665,1550276323.6562543,Line1
4947,0,0,504664,1550276326.627868,Line2
4948,1,1,504665,1550276341.6427429,Line2
4949,0,0,4666,1550276338.6590934,Line1
4950,1,1,4667,1550276353.6773612,Line1
4951,0,0,504666,1550276356.6478715,Line2
4952,1,1,4668,1550276368.7005432,Line1
4953,1,1,504667,1550276371.6553078,Line2
4954,1,1,4669,1550276383.707057,Line1
4955,0,0,504668,1550276386.6605997,Line2
4956,1,1,4670,1550276398.7132475,Line1
4957,1,1,4671,1550276413.7199943,Line1
4958,0,0,504669,1550276401.6680017,Line2
4959,1,1,504670,1550276416.6733835,Line2
4960,1,1,4672,1550276428.7239249,Line1
4961,1,1,504671,1550276431.6798391,Line2
4962,1,1,4673,1550276443.743085,Line1
4963,1,1,504672,1550276446.6834116,Line2
4964,1,1,4674,1550276458.7524278,Line1
4965,1,1,504673,1550276461.6914983,Line2
4966,1,1,4675,1550276473.7625482,Line1
4967,1,1,504674,1550276476.7029946,Line2
4968,1,1,504675,1550276491.7121484,Line2
4969,0,0,4676,1550276488.7740998,Line1
4970,0,0,504676,1550276506.7180753,Line2
4971,0,0,4677,1550276503.7785938,Line1
4972,1,1,504677,1550276521.7407975,Line2
4973,1,1,504678,1550276536.74818,Line2
4974,0,0,4678,1550276518.802393,Line1
4975,1,1,4679,1550276533.8101623,Line1
4976,0,0,504679,1550276551.7550013,Line2
4977,1,1,504680,1550276566.7634602,Line2
4978,0,0,4680,1550276548.8144345,Line1
4979,1,1,504681,1550276581.7707214,Line2
4980,1,1,4681,1550276563.823879,Line1
4981,1,1,504682,1550276596.7781227,Line2
4982,0,0,4682,1550276578.832515,Line1
4983,1,1,504683,1550276611.7835255,Line2
4984,0,0,4683,1550276593.8400848,Line1
4985,1,1,504684,1550276626.784674,Line2
4986,1,1,4684,1550276608.8449485,Line1
4987,1,1,504685,1550276641.79403,Line2
4988,1,1,4685,1550276623.8538997,Line1
4989,1,1,4686,1550276638.8694348,Line1
4990,1,1,504686,1550276656.8031158,Line2
4991,1,1,504687,1550276671.8094625,Line2
4992,0,0,4687,1550276653.8797328,Line1
4993,1,1,4688,1550276668.8868487,Line1
4994,1,1,504688,1550276686.816988,Line2
4995,1,1,504689,1550276701.8303487,Line2
4996,0,0,4689,1550276683.8935933,Line1
4997,1,1,504690,1550276716.8401017,Line2
4998,0,0,4690,1550276698.9069264,Line1
4999,1,1,504691,1550276731.8470547,Line2
5000,1,1,4691,1550276713.9331748,Line1
5001,0,0,4692,1550276728.9400537,Line1
5002,0,0,504692,1550276746.8552823,Line2
5003,1,1,4693,1550276743.9462607,Line1
5004,1,1,504693,1550276761.8639934,Line2
5005,1,1,4694,1550276758.9575357,Line1
5006,1,1,504694,1550276776.8686256,Line2
5007,1,1,4695,1550276773.9607172,Line1
5008,1,1,504695,1550276791.878891,Line2
5009,1,1,4696,1550276788.969897,Line1
5010,1,1,504696,1550276806.8871894,Line2
5011,0,0,4697,1550276803.9803686,Line1
5012,0,0,504697,1550276821.8953438,Line2
5013,0,0,4698,1550276818.9868066,Line1
5014,1,1,504698,1550276836.9091473,Line2
5015,1,1,4699,1550276833.9927058,Line1
5016,1,1,4700,1550276849.0056412,Line1
5017,0,0,504699,1550276851.9133914,Line2
5018,1,1,4701,1550276864.0147371,Line1
5019,0,0,504700,1550276866.9231162,Line2
5020,1,1,4702,1550276879.0220182,Line1
5021,1,1,4703,1550276894.0363252,Line1
5022,0,0,504701,1550276881.929045,Line2
5023,1,1,4704,1550276909.0494695,Line1
5024,0,0,504702,1550276896.9359715,Line2
5025,1,1,504703,1550276911.9417584,Line2
5026,1,1,4705,1550276924.0644102,Line1
5027,1,1,504704,1550276926.943483,Line2
5028,1,1,4706,1550276939.075294,Line1
5029,1,1,504705,1550276941.9508626,Line2
5030,1,1,4707,1550276954.0856001,Line1
5031,0,0,504706,1550276956.9620697,Line2
5032,1,1,4708,1550276969.0955064,Line1
5033,1,1,504707,1550276971.9744744,Line2
5034,1,1,504708,1550276986.983778,Line2
5035,0,0,4709,1550276984.1071863,Line1
5036,1,1,504709,1550277001.9903939,Line2
5037,0,0,4710,1550276999.1146758,Line1
5038,1,1,4711,1550277014.1217728,Line1
5039,0,0,504710,1550277016.9965875,Line2
5040,1,1,4712,1550277029.134444,Line1
5041,1,1,504711,1550277032.0103633,Line2
5042,1,1,4713,1550277044.1400287,Line1
5043,0,0,504712,1550277047.0168436,Line2
5044,1,1,504713,1550277062.029056,Line2
5045,0,0,4714,1550277059.1469896,Line1
5046,1,1,504714,1550277077.0445511,Line2
5047,1,1,4715,1550277074.1546295,Line1
5048,1,1,4716,1550277089.1592057,Line1
5049,1,1,504715,1550277092.0537138,Line2
5050,1,1,4717,1550277104.168809,Line1
5051,1,1,504716,1550277107.0609634,Line2
5052,1,1,4718,1550277119.179843,Line1
5053,1,1,504717,1550277122.0723667,Line2
5054,1,1,4719,1550277134.191195,Line1
5055,1,1,504718,1550277137.0824158,Line2
5056,1,1,4720,1550277149.1983347,Line1
5057,1,1,504719,1550277152.092625,Line2
5058,1,1,4721,1550277164.2097785,Line1
5059,1,1,504720,1550277167.1019378,Line2
5060,1,1,4722,1550277179.2168758,Line1
5061,0,0,504721,1550277182.1090157,Line2
5062,1,1,4723,1550277194.2316163,Line1
5063,1,1,504722,1550277197.1231315,Line2
5064,1,1,504723,1550277212.1338644,Line2
5065,0,0,4724,1550277209.2416306,Line1
5066,1,1,504724,1550277227.1411617,Line2
5067,1,1,4725,1550277224.2488053,Line1
5068,1,1,4726,1550277239.259249,Line1
5069,1,1,504725,1550277242.1526706,Line2
5070,1,1,4727,1550277254.269463,Line1
5071,1,1,504726,1550277257.16298,Line2
5072,1,1,4728,1550277269.2789927,Line1
5073,1,1,504727,1550277272.1701884,Line2
5074,1,1,504728,1550277287.1714458,Line2
5075,0,0,4729,1550277284.3031454,Line1
5076,1,1,504729,1550277302.174433,Line2
5077,1,1,4730,1550277299.3157291,Line1
5078,1,1,504730,1550277317.1849468,Line2
5079,0,0,4731,1550277314.3227866,Line1
5080,1,1,504731,1550277332.1941657,Line2
5081,1,1,4732,1550277329.335362,Line1
5082,1,1,4733,1550277344.3396082,Line1
5083,1,1,504732,1550277347.2005832,Line2
5084,1,1,4734,1550277359.347956,Line1
5085,1,1,504733,1550277362.2109964,Line2
5086,1,1,4735,1550277374.3603604,Line1
5087,0,0,504734,1550277377.2213373,Line2
5088,1,1,4736,1550277389.3677814,Line1
5089,1,1,504735,1550277392.2301695,Line2
5090,1,1,4737,1550277404.3698378,Line1
5091,1,1,504736,1550277407.231038,Line2
5092,1,1,4738,1550277419.382489,Line1
5093,1,1,504737,1550277422.2592268,Line2
5094,1,1,4739,1550277434.3934557,Line1
5095,1,1,504738,1550277437.2869313,Line2
5096,1,1,504739,1550277452.2932017,Line2
5097,0,0,4740,1550277449.401898,Line1
5098,1,1,504740,1550277467.3072772,Line2
5099,1,1,4741,1550277464.4146965,Line1
5100,1,1,4742,1550277479.4220746,Line1
5101,1,1,504741,1550277482.3133056,Line2
5102,1,1,4743,1550277494.4315374,Line1
5103,1,1,504742,1550277497.3249545,Line2
5104,1,1,4744,1550277509.4410648,Line1
5105,1,1,504743,1550277512.334926,Line2
5106,1,1,504744,1550277527.342969,Line2
5107,0,0,4745,1550277524.4507952,Line1
5108,1,1,504745,1550277542.3510175,Line2
5109,0,0,4746,1550277539.4588158,Line1
5110,1,1,504746,1550277557.3571846,Line2
5111,1,1,4747,1550277554.4661553,Line1
5112,1,1,504747,1550277572.3697972,Line2
5113,1,1,4748,1550277569.4773483,Line1
5114,1,1,4749,1550277584.4866855,Line1
5115,1,1,504748,1550277587.3779604,Line2
5116,1,1,4750,1550277599.4960134,Line1
5117,1,1,504749,1550277602.3904536,Line2
5118,1,1,4751,1550277614.5084436,Line1
5119,1,1,504750,1550277617.4005866,Line2
5120,1,1,4752,1550277629.513091,Line1
5121,1,1,504751,1550277632.4188075,Line2
5122,1,1,4753,1550277644.5235116,Line1
5123,1,1,504752,1550277647.4315667,Line2
5124,1,1,504753,1550277662.4387722,Line2
5125,0,0,4754,1550277659.5319738,Line1
5126,1,1,504754,1550277677.4495976,Line2
5127,1,1,4755,1550277674.5401661,Line1
5128,1,1,504755,1550277692.4574852,Line2
5129,0,0,4756,1550277689.5496373,Line1
5130,1,1,504756,1550277707.464714,Line2
5131,0,0,4757,1550277704.5591705,Line1
5132,1,1,504757,1550277722.471578,Line2
5133,1,1,4758,1550277719.5647426,Line1
5134,1,1,4759,1550277734.5721097,Line1
5135,1,1,504758,1550277737.4790287,Line2
5136,1,1,4760,1550277749.5733862,Line1
5137,1,1,504759,1550277752.4801977,Line2
5138,1,1,4761,1550277764.5828772,Line1
5139,1,1,504760,1550277767.4929452,Line2
5140,1,1,4762,1550277779.594431,Line1
5141,1,1,504761,1550277782.517849,Line2
5142,1,1,4763,1550277794.604036,Line1
5143,1,1,504762,1550277797.5281303,Line2
5144,1,1,4764,1550277809.613036,Line1
5145,1,1,504763,1550277812.536549,Line2
5146,1,1,504764,1550277827.5469823,Line2
5147,0,0,4765,1550277824.6235662,Line1
5148,1,1,504765,1550277842.5471249,Line2
5149,1,1,4766,1550277839.6245472,Line1
5150,1,1,4767,1550277854.631382,Line1
5151,1,1,504766,1550277857.5548623,Line2
5152,1,1,4768,1550277869.6387727,Line1
5153,1,1,504767,1550277872.562241,Line2
5154,1,1,4769,1550277884.6500053,Line1
5155,1,1,504768,1550277887.572427,Line2
5156,1,1,4770,1550277899.6555119,Line1
5157,0,0,504769,1550277902.5789645,Line2
5158,1,1,4771,1550277914.6608672,Line1
5159,1,1,504770,1550277917.5844672,Line2
5160,1,1,4772,1550277929.6673763,Line1
5161,1,1,504771,1550277932.592289,Line2
5162,1,1,4773,1550277944.6746926,Line1
5163,1,1,504772,1550277947.5971482,Line2
5164,1,1,4774,1550277959.6830328,Line1
5165,1,1,504773,1550277962.6087284,Line2
5166,1,1,4775,1550277974.68737,Line1
5167,1,1,504774,1550277977.609853,Line2
5168,1,1,4776,1550277989.6928391,Line1
5169,0,0,504775,1550277992.6185322,Line2
5170,1,1,4777,1550278004.6930926,Line1
5171,1,1,504776,1550278007.6322367,Line2
5172,1,1,4778,1550278019.7005713,Line1
5173,1,1,504777,1550278022.6472447,Line2
5174,1,1,4779,1550278034.7028866,Line1
5175,1,1,504778,1550278037.6574843,Line2
5176,1,1,504779,1550278052.6691856,Line2
5177,0,0,4780,1550278049.7121916,Line1
5178,1,1,504780,1550278067.6770003,Line2
5179,0,0,4781,1550278064.7209163,Line1
5180,1,1,504781,1550278082.6847782,Line2
5181,0,0,4782,1550278079.7219684,Line1
5182,0,0,504782,1550278097.6913946,Line2
5183,1,1,4783,1550278094.7220402,Line1
5184,1,1,504783,1550278112.697998,Line2
5185,1,1,4784,1550278109.7276635,Line1
5186,1,1,504784,1550278127.707287,Line2
5187,0,0,4785,1550278124.7356777,Line1
5188,1,1,504785,1550278142.7143095,Line2
5189,1,1,4786,1550278139.7462528,Line1
5190,1,1,504786,1550278157.722751,Line2
5191,0,0,4787,1550278154.752508,Line1
5192,0,0,504787,1550278172.7288885,Line2
5193,0,0,4788,1550278169.7608297,Line1
5194,1,1,504788,1550278187.7334552,Line2
5195,1,1,4789,1550278184.762854,Line1
5196,1,1,504789,1550278202.740181,Line2
5197,1,1,4790,1550278199.769395,Line1
5198,1,1,504790,1550278217.7496693,Line2
5199,1,1,4791,1550278214.7793705,Line1
5200,1,1,4792,1550278229.7883904,Line1
5201,1,1,504791,1550278232.7599256,Line2
5202,1,1,4793,1550278244.7971046,Line1
5203,1,1,504792,1550278247.7664826,Line2
5204,1,1,4794,1550278259.811132,Line1
5205,0,0,504793,1550278262.7806473,Line2
5206,1,1,4795,1550278274.8201826,Line1
5207,1,1,504794,1550278277.7921195,Line2
5208,1,1,4796,1550278289.8297956,Line1
5209,0,0,504795,1550278292.801413,Line2
5210,1,1,4797,1550278304.8372798,Line1
5211,1,1,504796,1550278307.8076568,Line2
5212,1,1,4798,1550278319.8454258,Line1
5213,1,1,504797,1550278322.8170216,Line2
5214,1,1,4799,1550278334.854004,Line1
5215,1,1,504798,1550278337.8242815,Line2
5216,1,1,4800,1550278349.8623762,Line1
5217,1,1,504799,1550278352.8338425,Line2
5218,1,1,4801,1550278364.8758776,Line1
